tournament_name,team_a,team_a_score,team_a_player_1,team_a_player_1_tuh,team_a_player_1_powers,team_a_player_1_gets,team_a_player_1_negs,team_a_player_2,team_a_player_2_tuh,team_a_player_2_powers,team_a_player_2_gets,team_a_player_2_negs,team_a_player_3,team_a_player_3_tuh,team_a_player_3_powers,team_a_player_3_gets,team_a_player_3_negs,team_a_player_4,team_a_player_4_tuh,team_a_player_4_powers,team_a_player_4_gets,team_a_player_4_negs,team_b,team_b_score,team_b_player_1,team_b_player_1_tuh,team_b_player_1_powers,team_b_player_1_gets,team_b_player_1_negs,team_b_player_2,team_b_player_2_tuh,team_b_player_2_powers,team_b_player_2_gets,team_b_player_2_negs,team_b_player_3,team_b_player_3_tuh,team_b_player_3_powers,team_b_player_3_gets,team_b_player_3_negs,team_b_player_4,team_b_player_4_tuh,team_b_player_4_powers,team_b_player_4_gets,team_b_player_4_negs
Penn Bowl 2023,Waterloo Miku,305,Rayton Lin,20,0,1,0,Caleb Ott,20,0,7,1,Micah Colman,20,0,6,0,None,0,0,0,0,Toronto Rofl,80,Franklin Wu,20,0,1,0,Joey Sun,20,1,0,0,Jason Zhang,20,0,0,0,Raymond Chen,20,1,1,0
Penn Bowl 2023,Library of Babel School of Continuing Studies,365,Henry Atkins,20,2,7,2,Erik Christensen,20,0,0,3,Colin Veevers,20,2,1,0,Kais Jessa,20,0,1,0,Waterloo Hatsune,110,Jared He,20,0,1,1,Liam Kusalik,20,0,4,1,Prabhjot Chopra,20,0,0,0,None,0,0,0,0
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",120,Kane Nguyen,20,1,3,2,Robert McKinnon,20,0,0,0,Ishan Joshi,20,0,3,1,None,0,0,0,0,Toronto Rofl,205,Raymond Chen,20,0,4,1,Jason Zhang,20,0,2,0,Joey Sun,20,1,2,2,Franklin Wu,20,0,2,1
Penn Bowl 2023,Toronto Weary,415,Gareth Thorlakson,20,2,4,2,Tony Chen,20,0,2,0,Benjamin Chapman,20,0,1,1,Sky Li,20,1,4,1,Toronto Joy,120,Ben Wismath,20,0,3,1,Sarah Khan,20,0,1,0,Marcus Forbes-Green,20,0,2,1,Kunaal Chandrashekar,20,0,0,0
Penn Bowl 2023,Waterloo Miku,165,Rayton Lin,20,0,0,0,Micah Colman,20,0,6,0,Caleb Ott,20,0,2,1,None,0,0,0,0,La Clique du Château,240,Asha Basu,20,1,1,0,Ian Chow,20,0,5,1,Maude-Sophie Lockman,20,0,3,3,Nicolas Edwards,20,0,1,1
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",135,Robert McKinnon,20,0,0,0,Kane Nguyen,20,0,4,1,Ishan Joshi,20,0,3,0,None,0,0,0,0,Toronto Joy,295,Kunaal Chandrashekar,20,0,3,0,Marcus Forbes-Green,20,0,1,0,Ben Wismath,20,1,6,0,Sarah Khan,20,0,0,0
Penn Bowl 2023,Toronto Rofl,90,Franklin Wu,20,0,0,0,Jason Zhang,20,0,1,0,Raymond Chen,20,0,4,0,Joey Sun,20,0,0,2,Toronto Weary,425,Sky Li,20,1,4,0,Benjamin Chapman,20,2,3,2,Tony Chen,20,0,0,2,Gareth Thorlakson,20,2,3,0
Penn Bowl 2023,Waterloo Miku,195,Rayton Lin,20,1,1,0,Caleb Ott,20,0,4,0,Micah Colman,20,1,1,1,None,0,0,0,0,Waterloo Hatsune,315,Michael Du,20,0,2,0,Liam Kusalik,20,1,4,0,Jared He,20,0,4,0,None,0,0,0,0
Penn Bowl 2023,Library of Babel School of Continuing Studies,460,Henry Atkins,20,1,5,1,Kais Jessa,20,0,1,0,Erik Christensen,20,3,2,0,Colin Veevers,20,1,3,0,La Clique du Château,85,Maude-Sophie Lockman,20,0,1,0,Ian Chow,20,0,1,0,Asha Basu,20,0,0,0,Nicolas Edwards,20,1,0,0
Penn Bowl 2023,La Clique du Château,145,Maude-Sophie Lockman,20,0,2,0,Ian Chow,20,0,3,0,Nicolas Edwards,20,0,1,1,Asha Basu,20,0,0,0,Toronto Weary,345,Sky Li,20,0,3,1,Benjamin Chapman,20,2,2,3,Tony Chen,20,0,2,0,Gareth Thorlakson,20,2,2,1
Penn Bowl 2023,Library of Babel School of Continuing Studies,405,Henry Atkins,20,2,3,2,Kais Jessa,20,0,1,0,Colin Veevers,20,0,4,1,Erik Christensen,20,1,2,1,Toronto Rofl,155,Franklin Wu,20,0,2,0,Jason Zhang,20,1,0,0,Raymond Chen,20,0,2,0,Joey Sun,20,0,1,0
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",0,Robert McKinnon,20,0,0,0,Kane Nguyen,20,0,0,3,Ishan Joshi,20,1,1,4,None,0,0,0,0,Waterloo Hatsune,370,Michael Du,20,2,2,1,Liam Kusalik,20,0,5,0,Jared He,20,1,5,0,None,0,0,0,0
Penn Bowl 2023,Waterloo Miku,150,Rayton Lin,20,0,0,0,Caleb Ott,20,0,5,0,Micah Colman,20,0,2,0,None,0,0,0,0,Toronto Joy,290,Kunaal Chandrashekar,20,1,2,0,Ben Wismath,20,1,3,0,Marcus Forbes-Green,20,0,4,2,Sarah Khan,20,0,1,0
Penn Bowl 2023,Library of Babel School of Continuing Studies,405,Kais Jessa,20,0,2,0,Colin Veevers,20,1,2,0,Erik Christensen,20,1,6,2,Henry Atkins,20,0,4,1,Waterloo Miku,75,Micah Colman,20,0,2,1,Caleb Ott,20,0,2,2,Rayton Lin,20,0,0,0,None,0,0,0,0
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",35,Kane Nguyen,20,0,1,1,Robert McKinnon,20,0,0,0,Ishan Joshi,20,1,1,3,None,0,0,0,0,Toronto Weary,540,Sky Li,20,1,3,0,Benjamin Chapman,20,1,3,0,Tony Chen,20,1,6,0,Gareth Thorlakson,20,1,1,2
Penn Bowl 2023,Toronto Joy,145,Sarah Khan,20,0,1,0,Marcus Forbes-Green,20,0,2,0,Kunaal Chandrashekar,20,0,1,0,Ben Wismath,20,1,1,2,La Clique du Château,260,Maude-Sophie Lockman,20,0,2,2,Ian Chow,20,1,5,0,Asha Basu,20,0,0,0,Nicolas Edwards,20,0,4,1
Penn Bowl 2023,Toronto Rofl,180,Jason Zhang,20,0,3,0,Franklin Wu,20,0,0,0,Raymond Chen,20,0,5,0,Joey Sun,20,0,1,0,Waterloo Hatsune,240,Liam Kusalik,20,0,3,0,Jared He,20,0,2,1,Michael Du,20,1,4,2,None,0,0,0,0
Penn Bowl 2023,Library of Babel School of Continuing Studies,320,Henry Atkins,20,3,3,1,Kais Jessa,20,0,0,0,Colin Veevers,20,1,2,0,Erik Christensen,20,1,1,0,Waterloo Hatsune,220,Jared He,20,1,3,1,Liam Kusalik,20,1,0,0,Michael Du,20,1,2,0,None,0,0,0,0
Penn Bowl 2023,Toronto Rofl,145,Jason Zhang,20,0,2,0,Franklin Wu,20,0,1,0,Raymond Chen,20,0,4,2,Joey Sun,20,0,1,1,Toronto Joy,220,Sarah Khan,20,0,2,0,Ben Wismath,20,1,3,0,Marcus Forbes-Green,20,0,1,1,Kunaal Chandrashekar,20,0,1,0
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",195,Robert McKinnon,20,0,0,0,Ishan Joshi,20,1,5,1,Kane Nguyen,20,1,2,2,None,0,0,0,0,Waterloo Miku,175,Rayton Lin,20,0,0,0,Caleb Ott,20,0,3,1,Micah Colman,20,0,4,0,None,0,0,0,0
Penn Bowl 2023,Toronto Weary,370,Sky Li,20,1,1,1,Benjamin Chapman,20,1,3,0,Tony Chen,20,0,3,1,Gareth Thorlakson,20,0,4,0,La Clique du Château,145,Nicolas Edwards,20,0,1,0,Maude-Sophie Lockman,20,0,1,1,Ian Chow,20,1,3,1,Asha Basu,20,0,0,0
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",75,Robert McKinnon,20,0,0,0,Kane Nguyen,20,0,2,4,Ishan Joshi,20,0,4,3,None,0,0,0,0,Toronto Joy,250,Sarah Khan,20,1,1,1,Ben Wismath,20,1,3,0,Marcus Forbes-Green,20,0,1,1,Kunaal Chandrashekar,20,0,3,0
Penn Bowl 2023,Waterloo Hatsune,200,Jared He,20,2,1,0,Liam Kusalik,20,0,2,0,Michael Du,20,1,1,1,None,0,0,0,0,Toronto Weary,250,Sky Li,20,1,0,2,Benjamin Chapman,20,0,3,1,Tony Chen,20,0,3,0,Gareth Thorlakson,20,1,3,1
Penn Bowl 2023,Toronto Rofl,165,Jason Zhang,20,0,2,0,Franklin Wu,20,1,0,0,Raymond Chen,20,0,3,2,Joey Sun,20,0,2,2,Waterloo Miku,205,Rayton Lin,20,1,1,0,Caleb Ott,20,1,2,0,Micah Colman,20,1,2,0,None,0,0,0,0
Penn Bowl 2023,Library of Babel School of Continuing Studies,365,Henry Atkins,20,1,3,3,Kais Jessa,20,0,3,0,Colin Veevers,20,2,2,0,Erik Christensen,20,0,2,1,La Clique du Château,125,Maude-Sophie Lockman,20,1,0,1,Ian Chow,20,0,2,0,Asha Basu,20,0,0,0,Nicolas Edwards,20,0,3,1
Penn Bowl 2023,La Clique du Château,180,Nicolas Edwards,20,0,1,1,Maude-Sophie Lockman,20,0,0,2,Ian Chow,20,1,5,0,Asha Basu,20,0,1,0,Waterloo Hatsune,225,Jared He,20,1,4,2,Liam Kusalik,20,0,4,1,Michael Du,20,0,1,1,None,0,0,0,0
Penn Bowl 2023,Waterloo Miku,295,Rayton Lin,20,0,1,0,Caleb Ott,20,0,5,0,Micah Colman,20,2,3,1,None,0,0,0,0,Toronto Joy,150,Sarah Khan,20,0,1,0,Ben Wismath,20,0,2,2,Marcus Forbes-Green,20,0,4,0,Kunaal Chandrashekar,20,0,0,0
Penn Bowl 2023,Toronto Rofl,225,Jason Zhang,20,0,1,0,Franklin Wu,20,0,3,1,Raymond Chen,20,0,5,0,Joey Sun,20,0,1,0,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",115,Robert McKinnon,20,0,0,0,Kane Nguyen,20,1,2,1,Ishan Joshi,20,0,4,3,None,0,0,0,0
Penn Bowl 2023,Library of Babel School of Continuing Studies,385,Henry Atkins,20,3,3,1,Kais Jessa,20,0,2,0,Colin Veevers,20,1,1,1,Erik Christensen,20,2,2,1,Toronto Weary,170,Tony Chen,20,0,3,2,Gareth Thorlakson,20,0,1,2,Benjamin Chapman,20,0,1,0,Sky Li,20,0,1,0
Penn Bowl 2023,Library of Babel School of Continuing Studies,325,Henry Atkins,20,1,4,2,Kais Jessa,20,1,0,1,Colin Veevers,20,1,2,0,Erik Christensen,20,2,1,1,Toronto Weary,190,Tony Chen,20,0,2,1,Gareth Thorlakson,20,0,2,0,Benjamin Chapman,20,1,0,1,Sky Li,20,1,1,0
DMA,Waterloo D,300,Xavier Spano,8,0,1,0,Prabjhot Chopra,20,0,3,1,Matthew Woodward,20,2,1,1,Juno Flath,20,0,5,0,Toronto Pink,105,James Erfle,20,0,1,0,Imtiaz Kidwai,20,1,0,0,Franklin Wu,20,1,2,1,Ellen Ge,20,0,0,0
DMA,Western,110,Nicholas Kwan,20,1,2,0,Jordan Brereton,20,0,0,0,Jack Richardson,20,0,3,1,None,0,0,0,0,Toronto Blue,240,Yihong Chen,20,0,4,0,Athan Juritsch,20,0,6,2,None,0,0,0,0,None,0,0,0,0
DMA,Waterloo A,280,Sohaib Nadeem,11,0,0,2,Jared He,20,2,2,0,Caleb Ott,20,0,5,0,None,0,0,0,0,McMaster A,310,Yusuf Baig,20,0,1,1,Kane Nguyen,20,2,2,2,Emmet Neheli,20,3,2,0,Cranmer McGinn,20,0,0,0
DMA,Ottawa,215,Stefan Vlad,20,2,2,2,Ishan Joshi,20,2,4,3,None,0,0,0,0,None,0,0,0,0,Waterloo C,240,Tomas Jakovac,20,0,6,1,Nathan O'Leary,20,0,0,1,Jacob Bicol,20,1,2,2,Adrian O'Leary,20,0,0,1
DMA,Toronto White,225,Theodore Lam,20,0,2,0,Kunaal Chandrashekar,20,2,2,1,Joey Sun,20,2,1,2,None,0,0,0,0,McMaster B,275,Willow Paraskevas,20,2,5,0,Robert McKinnon,20,0,1,0,Konstantinn Brovchenko,20,0,1,0,Christian Humeniuk,20,1,0,0
DMA,Waterloo B,310,Rayton Lin,20,0,0,0,Micah Colman,20,0,6,1,Leyang Zou,20,1,1,0,Dawson Teu,20,0,2,0,McGill,315,Nicholas Edwards,20,6,3,1,Asha Basu,20,1,0,1,None,0,0,0,0,None,0,0,0,0
DMA,Western,65,Nicholas Kwan,20,0,2,0,Jordan Brereton,20,0,0,0,Jack Richardson,20,1,1,2,None,0,0,0,0,Toronto Pink,255,James Erfle,20,0,1,0,Imtiaz Kidwai,20,0,1,1,Franklin Wu,20,2,7,0,Ellen Ge,20,0,0,0
DMA,Waterloo D,110,Xavier Spano,20,0,1,0,Prabjhot Chopra,20,0,3,1,Matthew Woodward,20,1,0,3,Juno Flath,20,1,0,0,McMaster A,320,Yusuf Baig,20,0,0,2,Kane Nguyen,20,1,4,2,Emmet Neheli,20,4,1,1,Cranmer McGinn,20,0,0,0
DMA,Waterloo A,390,Sohaib Nadeem,20,0,0,0,Jared He,20,2,2,1,Caleb Ott,20,3,5,0,None,0,0,0,0,Toronto Blue,190,Yihong Chen,20,0,4,1,Yam Butt,6,0,0,0,Blake Kim-Wansbrough,6,0,0,0,Athan Juritsch,20,2,1,1
DMA,Ottawa,155,Stefan Vlad,20,1,1,3,Ishan Joshi,20,4,1,3,None,0,0,0,0,None,0,0,0,0,McMaster B,220,Willow Paraskevas,20,0,3,1,Robert McKinnon,20,0,0,1,Konstantinn Brovchenko,20,0,2,0,Christian Humeniuk,20,1,4,1
DMA,McGill,235,Nicholas Edwards,20,4,5,2,Asha Basu,20,0,0,1,None,0,0,0,0,None,0,0,0,0,Waterloo C,295,Tomas Jakovac,20,2,1,1,Nathan O'Leary,20,0,0,0,Jacob Bicol,20,3,3,1,Adrian O'Leary,20,0,1,0
DMA,Waterloo B,340,Rayton Lin,20,0,1,0,Micah Colman,20,7,1,2,Leyang Zou,20,1,0,0,Dawson Teu,20,0,0,0,Toronto White,235,Theodore Lam,20,0,0,0,Marcus Forbes-Green,3,0,1,0,Kunaal Chandrashekar,20,1,3,0,Joey Sun,20,2,1,2
DMA,Western,70,Nicholas Kwan,20,0,2,0,Jordan Brereton,20,0,0,0,Jack Richardson,20,0,1,0,None,0,0,0,0,Waterloo A,425,Sohaib Nadeem,20,0,1,0,Jared He,20,4,2,3,Caleb Ott,20,2,6,2,None,0,0,0,0
DMA,Toronto Pink,30,James Erfle,20,0,0,0,Imtiaz Kidwai,20,0,0,0,Franklin Wu,20,1,0,3,Ellen Ge,20,0,1,0,McMaster A,430,Yusuf Baig,20,0,1,0,Kane Nguyen,20,2,3,3,Emmet Neheli,20,3,5,0,Cranmer McGinn,20,0,0,0
DMA,Waterloo D,130,Xavier Spano,20,0,3,1,Prabjhot Chopra,20,0,2,1,Matthew Woodward,20,0,1,1,Juno Flath,20,0,1,1,Toronto Blue,240,Yihong Chen,20,0,4,0,Yam Butt,20,0,0,0,Blake Kim-Wansbrough,20,0,0,0,Athan Juritsch,20,0,6,0
DMA,Waterloo B,360,Rayton Lin,20,1,1,0,Micah Colman,20,6,1,2,Leyang Zou,20,0,0,1,Dawson Teu,20,1,1,1,McMaster B,165,Willow Paraskevas,20,0,3,1,Robert McKinnon,20,1,0,0,Konstantinn Brovchenko,20,1,1,0,Christian Humeniuk,20,0,1,0
DMA,McGill,480,Nicholas Edwards,20,2,10,1,Asha Basu,20,2,2,1,None,0,0,0,0,None,0,0,0,0,Ottawa,15,Stefan Vlad,20,0,1,1,Ishan Joshi,20,0,1,4,None,0,0,0,0,None,0,0,0,0
DMA,Waterloo C,195,Tomas Jakovac,20,2,4,2,Nathan O'Leary,20,0,0,0,Jacob Bicol,20,0,2,1,Adrian O'Leary,20,0,0,0,Toronto White,275,Theodore Lam,20,1,0,1,Marcus Forbes-Green,20,0,1,2,Kunaal Chandrashekar,20,4,2,0,Joey Sun,20,0,1,1
DMA,Waterloo D,170,Xavier Spano,20,1,2,0,Prabjhot Chopra,20,0,1,0,Matthew Woodward,20,0,3,1,Juno Flath,20,0,1,0,Waterloo A,310,Sohaib Nadeem,20,0,0,1,Jared He,20,1,2,4,Caleb Ott,20,1,7,1,None,0,0,0,0
DMA,Toronto Pink,180,James Erfle,20,0,0,0,Imtiaz Kidwai,20,0,1,0,Franklin Wu,20,0,6,2,Ellen Ge,20,0,0,0,Toronto Blue,255,Yihong Chen,20,1,2,1,Yam Butt,20,0,0,0,Blake Kim-Wansbrough,20,1,2,0,Athan Juritsch,20,0,4,0
DMA,Western,130,Nicholas Kwan,20,0,1,0,Jordan Brereton,20,0,0,0,Jack Richardson,20,0,4,0,None,0,0,0,0,McMaster A,285,Yusuf Baig,20,0,1,1,Kane Nguyen,20,0,3,3,Emmet Neheli,20,2,4,1,Cranmer McGinn,20,0,1,0
DMA,Waterloo B,275,Rayton Lin,20,0,0,0,Micah Colman,20,3,6,4,Leyang Zou,20,0,0,0,Dawson Teu,20,0,1,0,Waterloo C,265,Tomas Jakovac,20,2,3,1,Nathan O'Leary,20,0,0,1,Jacob Bicol,20,3,1,0,Adrian O'Leary,20,0,0,0
DMA,Toronto White,280,Theodore Lam,20,0,2,1,Marcus Forbes-Green,20,0,2,1,Kunaal Chandrashekar,20,2,1,0,Joey Sun,20,1,2,3,Ottawa,235,Stefan Vlad,20,0,4,0,Ishan Joshi,20,0,5,3,None,0,0,0,0,None,0,0,0,0
DMA,McMaster B,155,Willow Paraskevas,20,0,4,0,Robert McKinnon,20,0,0,0,Konstantinn Brovchenko,20,0,1,1,Christian Humeniuk,20,0,0,0,McGill,430,Nicholas Edwards,20,4,5,3,Asha Basu,20,1,4,2,None,0,0,0,0,None,0,0,0,0
DMA,McMaster A,325,Yusuf Baig,20,2,1,0,Kane Nguyen,20,2,2,1,Emmet Neheli,20,2,1,3,Cranmer McGinn,20,0,0,1,Toronto Blue,180,Yihong Chen,20,1,2,0,Yam Butt,20,0,0,0,Blake Kim-Wansbrough,20,0,0,0,Athan Juritsch,20,0,5,1
DMA,Waterloo A,425,Sohaib Nadeem,20,0,0,0,Jared He,20,5,3,2,Caleb Ott,20,3,2,3,None,0,0,0,0,Toronto Pink,155,James Erfle,20,0,1,1,Imtiaz Kidwai,20,0,1,0,Franklin Wu,20,0,4,0,Ellen Ge,20,0,0,0
DMA,Waterloo D,150,Xavier Spano,20,0,2,0,Prabjhot Chopra,20,1,0,1,Matthew Woodward,20,0,3,3,Juno Flath,20,0,1,1,Western,75,Nicholas Kwan,20,0,3,1,Jordan Brereton,20,0,0,0,Jack Richardson,20,0,1,0,None,0,0,0,0
DMA,Toronto White,175,Theodore Lam,20,1,0,0,Marcus Forbes-Green,20,1,0,0,Kunaal Chandrashekar,20,1,0,1,Joey Sun,20,1,2,2,McGill,305,Nicholas Edwards,20,3,3,3,Asha Basu,20,3,1,0,None,0,0,0,0,None,0,0,0,0
DMA,Waterloo B,285,Rayton Lin,20,1,0,1,Micah Colman,20,4,4,2,Leyang Zou,20,0,0,0,Dawson Teu,20,0,0,1,Ottawa,135,Stefan Vlad,20,1,1,0,Ishan Joshi,20,3,0,3,None,0,0,0,0,None,0,0,0,0
DMA,Waterloo C,220,Tomas Jakovac,20,3,1,3,Nathan O'Leary,20,1,0,1,Jacob Bicol,20,0,2,1,Adrian O'Leary,20,1,1,0,McMaster B,155,Willow Paraskevas,20,0,4,2,Robert McKinnon,20,0,1,1,Konstantinn Brovchenko,20,0,0,0,Christian Humeniuk,20,0,1,0
DMA,Waterloo C,205,Tomas Jakovac,20,2,2,2,Nathan O'Leary,20,1,0,0,Jacob Bicol,20,1,1,1,Adrian O'Leary,20,0,1,2,Toronto Blue,200,Yihong Chen,20,2,1,0,Yam Butt,20,0,0,0,Blake Kim-Wansbrough,20,0,0,0,Athan Juritsch,20,0,4,0
DMA,Toronto White,185,Theodore Lam,20,0,1,0,Marcus Forbes-Green,20,1,1,1,Kunaal Chandrashekar,20,2,1,0,Joey Sun,20,1,0,2,McMaster A,420,Yusuf Baig,20,0,2,0,Kane Nguyen,20,3,4,1,Emmet Neheli,20,4,0,0,Cranmer McGinn,20,0,0,0
DMA,Waterloo A,390,Sohaib Nadeem,20,0,0,0,Jared He,20,5,1,1,Caleb Ott,20,1,5,1,None,0,0,0,0,Waterloo B,225,Rayton Lin,20,0,0,0,Micah Colman,20,3,3,3,Leyang Zou,20,0,0,0,Dawson Teu,20,1,1,0
DMA,Western,40,Nicholas Kwan,20,0,1,1,Jordan Brereton,20,0,0,0,Jack Richardson,20,0,2,1,None,0,0,0,0,Ottawa,225,Stefan Vlad,20,0,1,2,Ishan Joshi,20,1,8,4,None,0,0,0,0,None,0,0,0,0
DMA,McMaster B,395,Willow Paraskevas,20,0,6,0,Robert McKinnon,20,0,0,1,Konstantinn Brovchenko,20,0,4,0,Christian Humeniuk,20,0,4,0,Toronto Pink,75,James Erfle,20,0,1,0,Imtiaz Kidwai,20,0,1,1,Franklin Wu,20,0,2,0,Ellen Ge,20,0,0,0
DMA,Waterloo A,405,Sohaib Nadeem,20,0,0,0,Jared He,20,4,1,1,Caleb Ott,20,3,4,1,None,0,0,0,0,Toronto White,280,Theodore Lam,20,0,0,0,Marcus Forbes-Green,20,1,2,0,Kunaal Chandrashekar,20,2,1,0,Joey Sun,20,1,1,0
DMA,Toronto Blue,130,Yihong Chen,20,0,2,0,Yam Butt,20,0,0,0,Blake Kim-Wansbrough,20,1,0,0,Athan Juritsch,20,0,2,1,Waterloo B,265,Rayton Lin,20,0,0,1,Micah Colman,20,5,2,5,Leyang Zou,20,0,0,0,Dawson Teu,20,0,2,0
DMA,Waterloo C,155,Tomas Jakovac,20,2,3,2,Nathan O'Leary,20,0,0,1,Jacob Bicol,20,0,3,2,Adrian O'Leary,20,0,0,0,McMaster A,285,Yusuf Baig,20,1,0,1,Kane Nguyen,20,0,5,2,Emmet Neheli,20,2,1,3,Cranmer McGinn,20,0,2,0
DMA,McMaster B,360,Willow Paraskevas,20,1,3,3,Robert McKinnon,20,0,1,0,Konstantinn Brovchenko,20,2,1,0,Christian Humeniuk,20,0,5,0,Western,10,Nicholas Kwan,20,0,1,1,Jordan Brereton,20,0,0,0,Jack Richardson,20,0,0,1,None,0,0,0,0
DMA,Waterloo D,60,Xavier Spano,20,0,1,1,Prabjhot Chopra,20,0,1,3,Matthew Woodward,20,0,1,0,Juno Flath,20,0,0,0,Ottawa,285,Stefan Vlad,20,3,2,0,Ishan Joshi,20,0,6,4,None,0,0,0,0,None,0,0,0,0
DMA,McMaster A,250,Yusuf Baig,20,0,2,0,Kane Nguyen,20,3,1,1,Emmet Neheli,20,1,2,1,Cranmer McGinn,20,0,0,0,Waterloo B,290,Rayton Lin,20,0,1,0,Micah Colman,20,4,3,1,Leyang Zou,20,0,0,1,Dawson Teu,20,0,2,0
DMA,Waterloo C,105,Tomas Jakovac,20,1,1,1,Nathan O'Leary,20,0,0,0,Jacob Bicol,20,1,0,1,Adrian O'Leary,20,1,0,0,Waterloo A,475,Sohaib Nadeem,20,0,1,0,Jared He,20,3,5,0,Caleb Ott,20,2,4,2,None,0,0,0,0
DMA,Toronto White,285,Theodore Lam,20,0,0,1,Marcus Forbes-Green,20,1,2,0,Kunaal Chandrashekar,20,2,3,1,Joey Sun,20,0,3,2,Toronto Blue,155,Yihong Chen,20,0,2,0,Yam Butt,20,0,0,0,Blake Kim-Wansbrough,20,0,0,0,Athan Juritsch,20,1,3,0
DMA,McMaster B,285,Willow Paraskevas,20,0,2,0,Robert McKinnon,20,0,1,0,Konstantinn Brovchenko,20,0,2,0,Christian Humeniuk,20,1,4,0,Waterloo D,130,Xavier Spano,20,1,3,0,Prabjhot Chopra,20,0,0,2,Matthew Woodward,20,1,1,1,Juno Flath,20,0,0,1
DMA,Ottawa,300,Stefan Vlad,20,2,2,2,Ishan Joshi,20,0,7,0,None,0,0,0,0,None,0,0,0,0,Toronto Pink,110,James Erfle,20,0,1,0,Imtiaz Kidwai,20,0,0,0,Franklin Wu,20,1,4,1,Ellen Ge,20,0,0,0
DMA,McMaster A,330,Yusuf Baig,20,1,0,0,Kane Nguyen,20,3,0,3,Emmet Neheli,20,3,2,0,Cranmer McGinn,20,0,2,0,Waterloo B,230,Rayton Lin,20,0,0,0,Micah Colman,20,4,2,1,Leyang Zou,20,1,0,0,Dawson Teu,20,0,0,0
DMA,McMaster A,330,Yusuf Baig,20,1,1,0,Kane Nguyen,20,2,0,2,Emmet Neheli,20,1,2,1,Cranmer McGinn,20,1,2,0,Waterloo A,325,Sohaib Nadeem,20,0,1,0,Jared He,20,2,1,2,Caleb Ott,20,4,2,1,None,0,0,0,0
Arcadia 2023,Toronto Ray of Sun in the Sky,205,Sky Li,20,0,4,2,Joey Sun,20,0,1,3,Raymond Chen,20,0,3,0,None,0,0,0,0,Ottawa A,305,Adrian Wong,20,1,4,2,Maude-Sophie Lockman,20,1,1,0,James Wang,20,0,2,0,Gabrielle Clark,20,1,2,0
Arcadia 2023,McDouble West Carleton,435,Ian Chow,20,0,8,1,Kane Nguyen,20,0,5,1,Nicolas Edwards,20,0,1,0,Kevin Le,20,1,1,0,Ottawa B,55,Ishan Joshi,20,0,2,3,David Gayowsky,20,0,0,0,Stefan Vlad,20,0,1,0,Stuart Chandler-Baas,20,0,0,0
Arcadia 2023,Waterloo,325,Mattias Ehatamm,20,4,2,2,Michael Du,20,0,3,1,Micah Colman,20,1,2,1,Rayton Lin,20,0,1,0,Ottawa C,90,Valerie Brown,20,0,0,0,Ian Theysmeyer,20,0,3,2,Anastacia Healey,20,0,1,0,Aedan Cooper,20,0,1,0
Arcadia 2023,McDouble West Carleton,200,Ian Chow,20,0,2,0,Kane Nguyen,20,0,1,2,Nicolas Edwards,20,0,4,0,Kevin Le,20,0,2,0,Waterloo,195,Mattias Ehatamm,20,0,5,1,Michael Du,20,1,2,1,Micah Colman,20,0,2,0,Rayton Lin,20,0,0,2
Arcadia 2023,Ottawa C,155,Valerie Brown,20,1,1,0,Ian Theysmeyer,20,0,5,0,Anastacia Healey,20,0,1,0,Aedan Cooper,20,0,0,0,Ottawa A,270,Adrian Wong,20,0,4,0,Maude-Sophie Lockman,20,0,2,3,James Wang,20,0,2,1,Gabrielle Clark,20,0,2,0
Arcadia 2023,Toronto Ray of Sun in the Sky,415,Raymond Chen,20,0,1,0,Joey Sun,20,0,1,0,Sky Li,20,3,11,0,None,0,0,0,0,Ottawa B,45,Ishan Joshi,20,1,1,4,David Gayowsky,20,0,0,1,Stefan Vlad,20,0,1,1,Stuart Chandler-Baas,20,0,0,0
Arcadia 2023,McDouble West Carleton,345,Ian Chow,20,2,6,1,Kane Nguyen,20,0,4,1,Nicolas Edwards,20,0,1,1,Kevin Le,20,0,0,0,Ottawa C,65,Valerie Brown,20,0,0,0,Ian Theysmeyer,20,0,1,1,Anastacia Healey,20,0,1,0,Aedan Cooper,20,0,2,0
Arcadia 2023,Ottawa A,200,Adrian Wong,20,0,3,1,James Wang,20,0,2,1,Maude-Sophie Lockman,20,0,0,2,Gabrielle Clark,20,2,1,2,Ottawa B,235,Ishan Joshi,20,0,4,1,David Gayowsky,20,0,2,1,Stuart Chandler-Baas,20,3,0,0,Stefan Vlad,20,0,0,0
